date,product_code,product,variant,sold_quantity,gross_price,total_gross_price
5/1/2021,A7219160201,AQ Wi Power Dx2,Standard,199,32.96,6558.54
5/1/2021,A7119160103,AQ Wi Power Dx1,Premium,337,28.77,9696.7
5/1/2021,A7119160102,AQ Wi Power Dx1,Plus,701,29.93,20978.41
5/1/2021,A7118160101,AQ Wi Power Dx1,Standard,269,29.67,7981.55
5/1/2021,A6819160203,AQ Pen Drive DRC,Premium,556,5.1,2834.71
5/1/2021,A6818160202,AQ Pen Drive DRC,Plus,472,3.85,1818.66
5/1/2021,A6818160201,AQ Pen Drive DRC,Standard,563,3,1688.44
5/1/2021,A6720160103,AQ Pen Drive 2 IN 1,Premium,1735,4.44,7705.31
5/1/2021,A6620160501,AQ Clx3,Standard,593,22.85,13551.83
5/1/2021,A6520160403,AQ Clx2,Premium,551,21.28,11726.93
5/1/2021,A6520160402,AQ Clx2,Plus,171,20.17,3448.22
5/1/2021,A6519160401,AQ Clx2,Standard,453,20.29,9190.87
5/1/2021,A6419160303,AQ Clx1,Premium,936,19.33,18096.81
5/1/2021,A6419160302,AQ Clx1,Plus,198,19.67,3895.12
5/1/2021,A6419160301,AQ Clx1,Standard,483,17.8,8599.48
5/1/2021,A6319160203,AQ Neuer SSD,Premium,137,19.34,2650.03
5/1/2021,A6319160202,AQ Neuer SSD,Plus,235,18.57,4364.73
5/1/2021,A6319160201,AQ Neuer SSD,Standard,389,17.36,6752.65
5/1/2021,A6219160103,AQ Digit SSD,Premium,489,16.3,7970.85
5/1/2021,A6218160102,AQ Digit SSD,Plus,1023,15.25,15598.81
5/1/2021,A6218160101,AQ Digit SSD,Standard,599,13.59,8142.87
5/1/2021,A6120110206,AQ HOME Allin1 Gen 2,Plus 3,6,810.6,4863.62
5/1/2021,A6120110205,AQ HOME Allin1 Gen 2,Plus 2,3,834.98,2504.94
5/1/2021,A6119110204,AQ HOME Allin1 Gen 2,Plus 1,2,807.26,1614.53
5/1/2021,A6119110203,AQ HOME Allin1 Gen 2,Standard 3,3,769.56,2308.69
5/1/2021,A6119110202,AQ HOME Allin1 Gen 2,Standard 2,3,790.1,2370.31
5/1/2021,A6119110201,AQ HOME Allin1 Gen 2,Standard 1,4,824.09,3296.36
5/1/2021,A6019110108,AQ Home Allin1,Premium 2,2,796.66,1593.32
5/1/2021,A6019110107,AQ Home Allin1,Premium 1,2,785.99,1571.98
5/1/2021,A6018110106,AQ Home Allin1,Plus 3,2,787.59,1575.17
5/1/2021,A6018110105,AQ Home Allin1,Plus 2,3,766.65,2299.94
5/1/2021,A6018110104,AQ Home Allin1,Plus 1,3,749.1,2247.3
5/1/2021,A6018110103,AQ Home Allin1,Standard 3,2,770.98,1541.96
5/1/2021,A6018110102,AQ Home Allin1,Standard 2,5,764.05,3820.27
5/1/2021,A6018110101,AQ Home Allin1,Standard 1,4,800.46,3201.83
5/1/2021,A5821110108,AQ BZ Allin1,Premium 2,19,746.74,14188.04
5/1/2021,A5820110107,AQ BZ Allin1,Premium 1,17,737.68,12540.52
5/1/2021,A5820110106,AQ BZ Allin1,Plus 3,8,692.52,5540.19
5/1/2021,A5820110105,AQ BZ Allin1,Plus 2,13,709.39,9222.1
5/1/2021,A5820110104,AQ BZ Allin1,Plus 1,22,690.5,15190.94
5/1/2021,A5820110103,AQ BZ Allin1,Standard 3,10,735.15,7351.47
5/1/2021,A5820110102,AQ BZ Allin1,Standard 2,28,697.55,19531.51
5/1/2021,A5820110101,AQ BZ Allin1,Standard 1,22,681.3,14988.65
5/1/2021,A5721110506,AQ Smash 2,Plus Black,10,720.55,7205.46
5/1/2021,A5721110505,AQ Smash 2,Plus Cool Blue,17,674.43,11465.26
5/1/2021,A5721110504,AQ Smash 2,Plus Firey Red,9,655.83,5902.51
5/1/2021,A5721110503,AQ Smash 2,Standard Black,3,678.3,2034.91
5/1/2021,A5721110502,AQ Smash 2,Standard Cool Blue,6,627.99,3767.96
5/1/2021,A5721110501,AQ Smash 2,Standard Firey Red,3,649.69,1949.08
5/1/2021,A5621110408,AQ Smash 1,Premium Misty Green,9,657.25,5915.27
5/1/2021,A5621110407,AQ Smash 1,Premium Black,7,655.78,4590.45
5/1/2021,A5621110406,AQ Smash 1,Plus Black,7,644.38,4510.64
5/1/2021,A5621110405,AQ Smash 1,Plus Cool Blue,12,601.82,7221.81
5/1/2021,A5621110404,AQ Smash 1,Plus Firey Red,4,639.96,2559.85
5/1/2021,A5621110403,AQ Smash 1,Standard Black,14,631.19,8836.6
5/1/2021,A5620110402,AQ Smash 1,Standard Cool Blue,4,593.83,2375.32
5/1/2021,A5620110401,AQ Smash 1,Standard Firey Red,4,642.07,2568.28
5/1/2021,A5520110308,AQ Gamer 3,Premium Misty Green,16,590.12,9441.85
5/1/2021,A5520110307,AQ Gamer 3,Premium Black,11,609.79,6707.72
5/1/2021,A5520110306,AQ Gamer 3,Plus Black,13,639.68,8315.86
5/1/2021,A5520110305,AQ Gamer 3,Plus Cool Blue,13,632.49,8222.35
5/1/2021,A5519110304,AQ Gamer 3,Plus Firey Red,16,597.77,9564.33
5/1/2021,A5519110303,AQ Gamer 3,Standard Black,9,604.27,5438.45
5/1/2021,A5519110302,AQ Gamer 3,Standard Cool Blue,15,605.86,9087.96
5/1/2021,A5519110301,AQ Gamer 3,Standard Firey Red,6,589.74,3538.45
5/1/2021,A5419110208,AQ Gamer 2,Premium Misty Green,9,608.41,5475.66
5/1/2021,A5419110207,AQ Gamer 2,Premium Black,16,599.23,9587.68
5/1/2021,A5419110206,AQ Gamer 2,Plus Black,7,601.64,4211.48
5/1/2021,A5419110205,AQ Gamer 2,Plus Cool Blue,5,570.76,2853.79
5/1/2021,A5419110204,AQ Gamer 2,Plus Firey Red,4,602.92,2411.68
5/1/2021,A5419110203,AQ Gamer 2,Standard Black,11,595.57,6551.28
5/1/2021,A5419110202,AQ Gamer 2,Standard Cool Blue,5,567.93,2839.64
5/1/2021,A5419110201,AQ Gamer 2,Standard Firey Red,16,585,9360
5/1/2021,A5318110108,AQ Gamer 1,Premium Misty Green,3,579.66,1738.98
5/1/2021,A5318110107,AQ Gamer 1,Premium Black,13,571.65,7431.44
5/1/2021,A5318110106,AQ Gamer 1,Plus Black,9,565.87,5092.87
5/1/2021,A5318110105,AQ Gamer 1,Plus Cool Blue,12,551.33,6615.96
5/1/2021,A5318110104,AQ Gamer 1,Plus Firey Red,17,586.38,9968.5
5/1/2021,A5318110103,AQ Gamer 1,Standard Black,6,584.97,3509.83
5/1/2021,A5220110408,AQ BZ Gen Z,Premium Misty Green,8,533.04,4264.32
5/1/2021,A5219110407,AQ BZ Gen Z,Premium Black,8,545.59,4364.74
5/1/2021,A5219110406,AQ BZ Gen Z,Plus Red,11,550.46,6055.06
5/1/2021,A5219110405,AQ BZ Gen Z,Plus Blue,19,521.26,9903.95
5/1/2021,A5219110403,AQ BZ Gen Z,Standard Red,17,525.8,8938.67
5/1/2021,A5219110402,AQ BZ Gen Z,Standard Blue,5,490.16,2450.79
5/1/2021,A5219110401,AQ BZ Gen Z,Standard Grey,17,506.96,8618.39
5/1/2021,A5119110308,AQ BZ Gen Y,Premium Misty Green,10,512.58,5125.81
5/1/2021,A5119110307,AQ BZ Gen Y,Premium Black,20,516.46,10329.16
5/1/2021,A5119110306,AQ BZ Gen Y,Plus Red,21,486.49,10216.2
5/1/2021,A5119110305,AQ BZ Gen Y,Plus Blue,28,483.38,13534.68
5/1/2021,A5119110303,AQ BZ Gen Y,Standard Red,7,474.32,3320.21
5/1/2021,A5119110302,AQ BZ Gen Y,Standard Blue,14,474.31,6640.38
5/1/2021,A5119110301,AQ BZ Gen Y,Standard Grey,22,479.04,10538.97
5/1/2021,A5019110208,AQ BZ Compact,Premium Misty Green,27,467.3,12617.23
5/1/2021,A5018110207,AQ BZ Compact,Premium Black,12,475.19,5702.28
5/1/2021,A5018110206,AQ BZ Compact,Plus Red,9,475.55,4279.99
5/1/2021,A5018110205,AQ BZ Compact,Plus Blue,24,486.18,11668.23
5/1/2021,A5018110204,AQ BZ Compact,Plus Grey,9,447.73,4029.6
5/1/2021,A5018110203,AQ BZ Compact,Standard Red,13,452.14,5877.85
5/1/2021,A5018110202,AQ BZ Compact,Standard Blue,11,462.56,5088.12
5/1/2021,A5018110201,AQ BZ Compact,Standard Grey,19,451.7,8582.39
5/1/2021,A4918110104,AQ BZ 101,Premium Misty Green,26,460.28,11967.29
5/1/2021,A4918110103,AQ BZ 101,Premium Black,15,428.15,6422.18
5/1/2021,A4918110102,AQ BZ 101,Standard Blue,12,451.49,5417.86
5/1/2021,A4918110101,AQ BZ 101,Standard Grey,7,419.19,2934.36
5/1/2021,A4721110705,AQ GEN Z,Plus Blue,29,377.41,10944.8
5/1/2021,A4721110704,AQ GEN Z,Plus Grey,22,380.22,8364.74
5/1/2021,A4721110703,AQ GEN Z,Standard Red,13,361.65,4701.44
5/1/2021,A4720110702,AQ GEN Z,Standard Blue,20,371.4,7428.05
5/1/2021,A4720110701,AQ GEN Z,Standard Grey,12,367.73,4412.8
5/1/2021,A4620110608,AQ Gen Y,Premium Misty Green,31,363.06,11254.95
5/1/2021,A4620110607,AQ Gen Y,Premium Black,32,347.8,11129.7
5/1/2021,A4620110606,AQ Gen Y,Plus Red,15,348.54,5228.06
5/1/2021,A4620110605,AQ Gen Y,Plus Blue,32,349.25,11176.08
5/1/2021,A4620110604,AQ Gen Y,Plus Grey,17,353.1,6002.67
5/1/2021,A4620110603,AQ Gen Y,Standard Red,8,366.05,2928.37
5/1/2021,A4620110602,AQ Gen Y,Standard Blue,30,346.69,10400.66
5/1/2021,A4620110601,AQ Gen Y,Standard Grey,19,347.25,6597.7
5/1/2021,A4520110508,AQ Gen X,Premium Misty Green,27,327.09,8831.51
5/1/2021,A4520110507,AQ Gen X,Premium Black,23,322.94,7427.68
5/1/2021,A4520110506,AQ Gen X,Plus Red,7,325.26,2276.79
5/1/2021,A4520110505,AQ Gen X,Plus Blue,10,325.22,3252.16
5/1/2021,A4520110504,AQ Gen X,Plus Grey,7,341.73,2392.14
5/1/2021,A4519110503,AQ Gen X,Standard Red,19,306.92,5831.46
5/1/2021,A4519110502,AQ Gen X,Standard Blue,32,300.34,9610.81
5/1/2021,A4519110501,AQ Gen X,Standard Grey,13,311.84,4053.91
5/1/2021,A4419110408,AQ Elite,Premium Misty Green,9,297.03,2673.25
5/1/2021,A4419110407,AQ Elite,Premium Black,30,287.49,8624.8
5/1/2021,A4419110406,AQ Elite,Plus Red,27,287.57,7764.3
5/1/2021,A4419110405,AQ Elite,Plus Blue,11,291.21,3203.28
5/1/2021,A4419110404,AQ Elite,Plus Grey,27,286.9,7746.23
5/1/2021,A4419110403,AQ Elite,Standard Red,33,288.05,9505.66
5/1/2021,A4419110402,AQ Elite,Standard Blue,7,281.95,1973.65
5/1/2021,A4419110401,AQ Elite,Standard Grey,32,271.35,8683.11
5/1/2021,A4319110306,AQ Velocity,Plus Red,11,275.82,3034.01
5/1/2021,A4319110305,AQ Velocity,Plus Blue,27,277.81,7500.81
5/1/2021,A4319110304,AQ Velocity,Plus Grey,30,267.06,8011.91
5/1/2021,A4319110303,AQ Velocity,Standard Red,30,261.23,7836.92
5/1/2021,A4319110302,AQ Velocity,Standard Blue,13,267.21,3473.72
5/1/2021,A4318110301,AQ Velocity,Standard Grey,28,264.7,7411.6
5/1/2021,A4218110208,AQ Digit,Premium Misty Green,26,243.04,6319.08
5/1/2021,A4218110207,AQ Digit,Premium Black,24,249.13,5979.13
5/1/2021,A4218110206,AQ Digit,Plus Red,28,237.02,6636.51
5/1/2021,A4218110205,AQ Digit,Plus Blue,16,240.14,3842.24
5/1/2021,A4218110204,AQ Digit,Plus Grey,18,232.1,4177.87
5/1/2021,A4218110203,AQ Digit,Standard Red,35,236.85,8289.7
5/1/2021,A4218110202,AQ Digit,Standard Blue,39,215.93,8421.43
5/1/2021,A4218110201,AQ Digit,Standard Grey,33,200.27,6609.02
5/1/2021,A4118110107,AQ Aspiron,Premium Black,8,195.77,1566.18
5/1/2021,A4118110106,AQ Aspiron,Plus Red,28,187.75,5257.09
5/1/2021,A4118110105,AQ Aspiron,Plus Blue,38,182.89,6949.94
5/1/2021,A4021150405,AQ Mx NB,Premium,68,31.7,2155.8
5/1/2021,A4021150404,AQ Mx NB,Plus 3,9,28.58,257.22
5/1/2021,A4021150403,AQ Mx NB,Plus 2,36,29.94,1077.92
5/1/2021,A4020150402,AQ Mx NB,Plus 1 ,84,28.45,2389.8
5/1/2021,A4020150401,AQ Mx NB,Standard,17,26.93,457.81
5/1/2021,A3920150305,AQ LION x3,Premium,65,27.45,1784.55
5/1/2021,A3920150304,AQ LION x3,Plus 3,21,25.04,525.93
5/1/2021,A3920150303,AQ LION x3,Plus 2,13,25.47,331.07
5/1/2021,A3920150302,AQ LION x3,Plus 1 ,49,23.15,1134.45
5/1/2021,A3920150301,AQ LION x3,Standard,62,22.15,1373.01
5/1/2021,A3819150205,AQ LION x2,Premium,63,21.61,1361.22
5/1/2021,A3819150204,AQ LION x2,Plus 3,30,21.19,635.83
5/1/2021,A3819150203,AQ LION x2,Plus 2,85,18.45,1568.53
5/1/2021,A3818150202,AQ LION x2,Plus 1 ,15,17.52,262.8
5/1/2021,A3818150201,AQ LION x2,Standard,18,17.26,310.77
5/1/2021,A3718150105,AQ LION x1,Premium,44,18.03,793.37
5/1/2021,A3718150103,AQ LION x1,Plus 2,54,17.57,948.76
5/1/2021,A3718150102,AQ LION x1,Plus 1 ,71,16.1,1143.21
5/1/2021,A3718150101,AQ LION x1,Standard,69,16.51,1139.38
5/1/2021,A3521150705,AQ Trigger,Premium 1,220,34.51,7592.51
5/1/2021,A3521150704,AQ Trigger,Plus 2,150,33.62,5043.69
5/1/2021,A3521150703,AQ Trigger,Plus 1,357,31.77,11340.64
5/1/2021,A3521150702,AQ Trigger,Standard 2,211,30.34,6402.04
5/1/2021,A3521150701,AQ Trigger,Standard 1,444,29.39,13047.92
5/1/2021,A3421150606,AQ Qwerty,Premium 2,597,29.67,17713.53
5/1/2021,A3421150605,AQ Qwerty,Premium 1,449,29.87,13411.27
5/1/2021,A3421150604,AQ Qwerty,Plus 2,632,27.42,17326.41
5/1/2021,A3421150603,AQ Qwerty,Plus 1,222,26.95,5983.06
5/1/2021,A3420150602,AQ Qwerty,Standard 2,514,23.97,12321.92
5/1/2021,A3420150601,AQ Qwerty,Standard 1,218,24.57,5356.04
5/1/2021,A3320150506,AQ Maxima,Premium 2,313,23.77,7439.32
5/1/2021,A3320150505,AQ Maxima,Premium 1,482,23.08,11126.68
5/1/2021,A3320150504,AQ Maxima,Plus 2,92,22.13,2036.34
5/1/2021,A3320150503,AQ Maxima,Plus 1,748,20.87,15613.23
5/1/2021,A3320150502,AQ Maxima,Standard 2,686,21.7,14885.38
5/1/2021,A3320150501,AQ Maxima,Standard 1,155,20.39,3160.57
5/1/2021,A3220150406,AQ Lite,Premium 2,153,20.01,3061.01
5/1/2021,A3220150405,AQ Lite,Premium 1,160,18.94,3030.64
5/1/2021,A3220150404,AQ Lite,Plus 2,586,18.42,10795.23
5/1/2021,A3220150403,AQ Lite,Plus 1,204,18.58,3791.22
5/1/2021,A3220150402,AQ Lite,Standard 2,225,18.79,4228.81
5/1/2021,A3220150401,AQ Lite,Standard 1,505,18.49,9339.62
5/1/2021,A3120150306,AQ Gamers ,Premium 2,708,19.3,13664.61
5/1/2021,A3120150305,AQ Gamers ,Premium 1,315,16.32,5141.37
5/1/2021,A3120150304,AQ Gamers ,Plus 2,345,16.38,5650.82
5/1/2021,A3119150303,AQ Gamers ,Plus 1,729,16.24,11839.47
5/1/2021,A3119150302,AQ Gamers ,Standard 2,377,15.31,5770.78
5/1/2021,A3119150301,AQ Gamers ,Standard 1,113,13.51,1526.19
5/1/2021,A3019150206,AQ Master wireless x1,Premium 2,158,13,2054.28
5/1/2021,A3019150205,AQ Master wireless x1,Premium 1,859,12.05,10351.72
5/1/2021,A3019150204,AQ Master wireless x1,Plus 2,806,11.6,9350.49
5/1/2021,A3018150203,AQ Master wireless x1,Plus 1,855,12.37,10579.68
5/1/2021,A3018150202,AQ Master wireless x1,Standard 2,516,11.05,5703.04
5/1/2021,A3018150201,AQ Master wireless x1,Standard 1,773,10.8,8344.92
5/1/2021,A2918150106,AQ Master wired x1,Premium 2,774,10.42,8064.15
5/1/2021,A2918150105,AQ Master wired x1,Premium 1,790,9.47,7477.35
5/1/2021,A2918150104,AQ Master wired x1,Plus 2,428,8.95,3831.2
5/1/2021,A2918150103,AQ Master wired x1,Plus 1,672,7.77,5220.97
5/1/2021,A2918150102,AQ Master wired x1,Standard 2,662,7.6,5029.81
5/1/2021,A2918150101,AQ Master wired x1,Standard 1,864,6.9,5960.82
5/1/2021,A2821150801,AQ Lumina Ms,Standard 1,649,21.71,14090.96
5/1/2021,A2721150706,AQ Trigger Ms,Premium 2,730,20.05,14639.2
5/1/2021,A2721150705,AQ Trigger Ms,Premium 1,599,19.4,11623.12
5/1/2021,A2721150704,AQ Trigger Ms,Plus 2,838,19.59,16413.07
5/1/2021,A2721150703,AQ Trigger Ms,Plus 1,139,16.94,2354.01
5/1/2021,A2721150702,AQ Trigger Ms,Standard 2,632,17.24,10893.66
5/1/2021,A2720150701,AQ Trigger Ms,Standard 1,921,17.09,15741.46
5/1/2021,A2620150606,AQ Qwerty Ms,Premium 2,512,16.79,8593.92
5/1/2021,A2620150605,AQ Qwerty Ms,Premium 1,501,16.59,8310.69
5/1/2021,A2620150604,AQ Qwerty Ms,Plus 2,757,16.55,12527.67
5/1/2021,A2620150603,AQ Qwerty Ms,Plus 1,470,15.98,7510.22
5/1/2021,A2620150602,AQ Qwerty Ms,Standard 2,112,15.81,1770.74
5/1/2021,A2620150601,AQ Qwerty Ms,Standard 1,584,14.9,8702.36
5/1/2021,A2520150506,AQ Maxima Ms,Premium 2,820,14.57,11945.51
5/1/2021,A2520150505,AQ Maxima Ms,Premium 1,412,15.18,6252.59
5/1/2021,A2520150504,AQ Maxima Ms,Plus 2,518,14.28,7397.04
5/1/2021,A2520150503,AQ Maxima Ms,Plus 1,795,14.17,11263.72
5/1/2021,A2520150502,AQ Maxima Ms,Standard 2,349,14.53,5069.82
5/1/2021,A2520150501,AQ Maxima Ms,Standard 1,549,12.07,6625.83
5/1/2021,A2420150406,AQ Lite Ms,Premium 2,156,12.3,1918.47
5/1/2021,A2419150405,AQ Lite Ms,Premium 1,965,12.74,12296.32
5/1/2021,A2419150404,AQ Lite Ms,Plus 2,678,11.63,7887.31
5/1/2021,A2419150403,AQ Lite Ms,Plus 1,647,10.89,7047.45
5/1/2021,A2419150402,AQ Lite Ms,Standard 2,547,11.28,6171.2
5/1/2021,A2419150401,AQ Lite Ms,Standard 1,166,11.48,1906.16
5/1/2021,A2319150306,AQ Gamers Ms,Premium 2,892,10.87,9692.38
5/1/2021,A2319150305,AQ Gamers Ms,Premium 1,154,10.44,1607.3
5/1/2021,A2319150304,AQ Gamers Ms,Plus 2,867,10.46,9066.48
5/1/2021,A2319150303,AQ Gamers Ms,Plus 1,137,9.4,1287.48
5/1/2021,A2319150302,AQ Gamers Ms,Standard 2,564,8.99,5070.42
5/1/2021,A2319150301,AQ Gamers Ms,Standard 1,125,8.8,1100.55
5/1/2021,A2219150206,AQ Master wireless x1 Ms,Premium 2,836,8.32,6954.93
5/1/2021,A2219150205,AQ Master wireless x1 Ms,Premium 1,381,7.98,3040.88
5/1/2021,A2219150204,AQ Master wireless x1 Ms,Plus 2,946,7.35,6955.56
5/1/2021,A2219150203,AQ Master wireless x1 Ms,Plus 1,861,6.73,5794.62
5/1/2021,A2218150202,AQ Master wireless x1 Ms,Standard 2,659,6.41,4221.16
5/1/2021,A2218150201,AQ Master wireless x1 Ms,Standard 1,961,5.44,5226.21
5/1/2021,A2118150106,AQ Master wired x1 Ms,Premium 2,123,5.25,646.27
5/1/2021,A2118150105,AQ Master wired x1 Ms,Premium 1,341,4.69,1599.43
5/1/2021,A2118150104,AQ Master wired x1 Ms,Plus 2,514,5.05,2593.59
5/1/2021,A2118150103,AQ Master wired x1 Ms,Plus 1,146,4.53,661.31
5/1/2021,A2118150102,AQ Master wired x1 Ms,Standard 2,905,4,3619.82
5/1/2021,A2118150101,AQ Master wired x1 Ms,Standard 1,982,2.94,2890.42
5/1/2021,A2021150503,AQ MB Lito 2,Plus 2,73,45.44,3316.95
5/1/2021,A2020150502,AQ MB Lito 2,Plus 1,64,39.39,2521.16
5/1/2021,A2020150501,AQ MB Lito 2,Standard,86,41.37,3557.79
5/1/2021,A1920150404,AQ MB Lito,Premium,71,38.98,2767.44
5/1/2021,A1919150403,AQ MB Lito,Plus 2,132,35.84,4730.22
5/1/2021,A1919150402,AQ MB Lito,Plus 1,37,35.03,1295.95
5/1/2021,A1919150401,AQ MB Lito,Standard,68,33.76,2295.74
5/1/2021,A1819150304,AQ MB Crossx 2,Premium,98,32.26,3161.6
5/1/2021,A1819150303,AQ MB Crossx 2,Plus 2,48,32.19,1545.24
5/1/2021,A1819150302,AQ MB Crossx 2,Plus 1,95,31.95,3035.49
5/1/2021,A1819150301,AQ MB Crossx 2,Standard,107,28.86,3088.18
5/1/2021,A1718150204,AQ MB Crossx,Premium,59,28.4,1675.55
5/1/2021,A1718150203,AQ MB Crossx,Plus 2,39,27.34,1066.44
5/1/2021,A1718150202,AQ MB Crossx,Plus 1,17,22.9,389.23
5/1/2021,A1718150201,AQ MB Crossx,Standard,140,21.89,3064.31
5/1/2021,A1618150104,AQ MB Elite,Premium,52,21.45,1115.34
5/1/2021,A1618150103,AQ MB Elite,Plus 2,97,21.2,2056.56
5/1/2021,A1618150102,AQ MB Elite,Plus 1,57,20.46,1166.39
5/1/2021,A1618150101,AQ MB Elite,Standard,38,19.65,746.64
5/1/2021,A1521150602,AQ Electron 3 3600 Desktop Processor,Plus,32,185.46,5934.72
5/1/2021,A1521150601,AQ Electron 3 3600 Desktop Processor,Standard,42,186.29,7824.25
5/1/2021,A1421150503,AQ Electron 4 3600 Desktop Processor,Premium,128,176.44,22584.18
5/1/2021,A1420150502,AQ Electron 4 3600 Desktop Processor,Plus,91,169.5,15424.49
5/1/2021,A1420150501,AQ Electron 4 3600 Desktop Processor,Standard,177,160.51,28409.95
5/1/2021,A1320150403,AQ Electron 5 3600 Desktop Processor,Premium,22,160.69,3535.21
5/1/2021,A1320150402,AQ Electron 5 3600 Desktop Processor,Plus,53,150.25,7962.99
5/1/2021,A1319150401,AQ Electron 5 3600 Desktop Processor,Standard,197,149.1,29373.37
5/1/2021,A1219150303,AQ 5000 Series Ultron 8 5900X Desktop Processor,Premium,171,142.94,24442.77
5/1/2021,A1219150302,AQ 5000 Series Ultron 8 5900X Desktop Processor,Plus,35,145.15,5080.16
5/1/2021,A1219150301,AQ 5000 Series Ultron 8 5900X Desktop Processor,Standard,129,135.68,17503
5/1/2021,A1119150203,AQ 5000 Series Electron 8 5900X Desktop Processor,Premium,182,139.9,25461.11
5/1/2021,A1118150202,AQ 5000 Series Electron 8 5900X Desktop Processor,Plus,52,129.58,6738.35
5/1/2021,A1118150201,AQ 5000 Series Electron 8 5900X Desktop Processor,Standard,125,124.26,15533
5/1/2021,A1018150103,AQ 5000 Series Electron 9 5900X Desktop Processor,Premium,128,123.93,15863.23
5/1/2021,A1018150102,AQ 5000 Series Electron 9 5900X Desktop Processor,Plus,40,123.48,4939.19
5/1/2021,A1018150101,AQ 5000 Series Electron 9 5900X Desktop Processor,Standard,41,111.1,4555.25
5/1/2021,A0921150601,AQ Marquee P4,Standard,146,45.08,6581.87
5/1/2021,A0821150504,AQ Marquee P3,Premium,154,44.7,6884.48
5/1/2021,A0821150503,AQ Marquee P3,Plus 2,162,42.38,6866.22
5/1/2021,A0821150502,AQ Marquee P3,Plus 1,31,43.3,1342.19
5/1/2021,A0821150501,AQ Marquee P3,Standard,166,40.5,6723.22
5/1/2021,A0721150404,AQ GT 21,Premium,195,39.12,7628.69
5/1/2021,A0721150403,AQ GT 21,Plus 2,103,39.3,4047.8
5/1/2021,A0721150402,AQ GT 21,Plus 1,160,39.15,6263.44
5/1/2021,A0721150401,AQ GT 21,Standard,101,39.34,3973.11
5/1/2021,A0621150308,AQ Mforce Gen Z,Premium 2,78,39.4,3073.12
5/1/2021,A0621150307,AQ Mforce Gen Z,Premium 1,138,36.24,5001.59
5/1/2021,A0620150306,AQ Mforce Gen Z,Plus 3,84,37.53,3152.34
5/1/2021,A0620150305,AQ Mforce Gen Z,Plus 2,189,36.57,6911.33
5/1/2021,A0620150304,AQ Mforce Gen Z,Plus 1,64,37.58,2405.29
5/1/2021,A0620150303,AQ Mforce Gen Z,Standard 3,75,34.24,2568.09
5/1/2021,A0619150302,AQ Mforce Gen Z,Standard 2,86,34.1,2932.37
5/1/2021,A0619150301,AQ Mforce Gen Z,Standard 1,116,30.47,3534.47
5/1/2021,A0519150208,AQ Mforce Gen Y,Premium 2,182,30.58,5565.85
5/1/2021,A0519150207,AQ Mforce Gen Y,Premium 1,43,32.44,1395.04
5/1/2021,A0519150206,AQ Mforce Gen Y,Plus 3,104,31.24,3249.37
5/1/2021,A0519150205,AQ Mforce Gen Y,Plus 2,138,29.7,4098.71
5/1/2021,A0519150204,AQ Mforce Gen Y,Plus 1,178,26.11,4647.24
5/1/2021,A0519150203,AQ Mforce Gen Y,Standard 3,122,26.59,3243.63
5/1/2021,A0519150202,AQ Mforce Gen Y,Standard 2,91,24.93,2268.61
5/1/2021,A0519150201,AQ Mforce Gen Y,Standard 1,134,22.4,3001.39
5/1/2021,A0418150106,AQ Mforce Gen X,Plus 3,76,19.94,1515.17
5/1/2021,A0418150105,AQ Mforce Gen X,Plus 2,190,20.08,3814.55
5/1/2021,A0418150104,AQ Mforce Gen X,Plus 1,48,19.92,956.35
5/1/2021,A0418150103,AQ Mforce Gen X,Standard 3,58,19.52,1132.36
5/1/2021,A0321150303,AQ Zion Saga,Premium,84,28.01,2352.5
5/1/2021,A0321150302,AQ Zion Saga,Plus,186,27.1,5041.1
5/1/2021,A0320150301,AQ Zion Saga,Standard,223,23.72,5290.07
5/1/2021,A0220150203,AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm,Premium,225,23.62,5313.47
5/1/2021,A0219150202,AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm,Plus,246,24.73,6083.88
5/1/2021,A0219150201,AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm,Standard,197,23.7,4668.64
5/1/2021,A0118150104,AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Premium Plus,93,22.97,2136.48
5/1/2021,A0118150103,AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Premium,173,21.78,3767.85
